municipio;Total;Branca;Preta;Amarela;Parda;Indígena;n_declarado
Vertentes (PE);9286;3752;231;64;5235;4;-
Vicência (PE);15549;5806;1012;94;8635;2;-
Vitória de Santo Antão (PE);67565;26795;3289;436;37004;41;-
Xexéu (PE);7098;2194;289;98;4506;11;-
Água Branca (AL);9722;1767;595;55;7216;89;-
Anadia (AL);8855;2998;587;63;5206;1;-
Arapiraca (AL);112122;41546;5737;1046;63577;216;-
Atalaia (AL);22113;6515;1893;513;13173;19;-
Barra de Santo Antônio (AL);7153;2088;582;65;4417;1;-
Barra de São Miguel (AL);3811;1116;190;42;2462;1;-
Batalha (AL);8690;2339;425;157;5761;8;-
Belém (AL);2329;710;147;36;1431;5;-
Belo Monte (AL);3480;1363;212;40;1859;6;-
Boca da Mata (AL);13007;4234;537;111;8116;9;-
Branquinha (AL);5204;1379;371;107;3346;1;-
Cacimbinhas (AL);5147;1376;245;61;3463;2;-
Cajueiro (AL);10331;2690;594;64;6982;1;-
Campestre (AL);3310;1030;163;18;2099;-;-
Campo Alegre (AL);25791;6954;1624;432;16770;11;-
Campo Grande (AL);4595;1242;98;21;3229;5;-
Canapi (AL);8588;2731;252;103;5501;1;-
Capela (AL);8647;2662;437;118;5424;6;-
Carneiros (AL);4232;1005;105;36;3086;-;-
Chã Preta (AL);3502;1139;130;22;2210;1;-
Coité do Nóia (AL);5504;2063;387;18;3035;1;-
Colônia Leopoldina (AL);9946;3417;302;194;6033;-;-
Coqueiro Seco (AL);2770;749;227;13;1779;2;-
Coruripe (AL);26382;8063;1890;520;15840;69;-
Craíbas (AL);11484;3981;609;66;6824;4;-
Delmiro Gouveia (AL);25044;6888;1310;232;16534;80;-
Dois Riachos (AL);5426;1313;168;51;3894;-;-
Estrela de Alagoas (AL);8847;2531;310;101;5903;2;-
Feira Grande (AL);10760;3923;471;56;6185;125;-
Feliz Deserto (AL);2214;557;166;44;1444;3;-
Flexeiras (AL);6093;1620;376;84;4011;2;-
Girau do Ponciano (AL);18435;3999;544;61;13831;-;-
Ibateguara (AL);7576;2717;427;141;4291;-;-
Igaci (AL);12918;4179;319;112;8293;15;-
Igreja Nova (AL);11545;3340;742;147;7308;8;-
Inhapi (AL);9087;2010;344;180;6396;157;-
Jacaré dos Homens (AL);2742;675;135;1;1928;3;-
Jacuípe (AL);3410;1067;143;22;2178;-;-
Japaratinga (AL);3880;958;76;12;2834;-;-
Jaramataia (AL);2753;835;63;16;1838;1;-
Jequiá da Praia (AL);5901;1755;312;116;3717;1;-
Joaquim Gomes (AL);11055;3001;517;127;6716;694;-
Jundiá (AL);2076;630;109;40;1296;1;-
Junqueiro (AL);12093;4298;462;166;7164;3;-
Lagoa da Canoa (AL);9279;2516;403;69;6285;6;-
Limoeiro de Anadia (AL);13568;4590;549;59;8368;2;-
Maceió (AL);496256;186687;33425;6546;268259;1339;-
Major Isidoro (AL);9629;3032;636;79;5880;2;-
Maragogi (AL);14233;3571;855;170;9623;14;-
Maravilha (AL);5087;1572;120;40;3352;3;-
Marechal Deodoro (AL);23268;6816;1707;400;14299;46;-
Maribondo (AL);7082;2324;419;95;4244;-;-
Mar Vermelho (AL);1831;569;83;13;1166;-;-
Mata Grande (AL);12366;3321;470;70;8399;106;-
Matriz de Camaragibe (AL);12188;3024;708;121;8249;86;-
Messias (AL);7979;2403;675;342;4522;37;-
Minador do Negrão (AL);2659;736;202;49;1672;-;-
Monteirópolis (AL);3577;735;362;72;2407;1;-
Murici (AL);13432;4036;1038;202;8149;7;-
Novo Lino (AL);5940;1822;326;37;3740;15;-
Olho d'Água das Flores (AL);10642;2822;422;87;7290;21;-
Olho d'Água do Casado (AL);4213;1026;93;27;3056;11;-
Olho d'Água Grande (AL);2494;898;69;-;1527;-;-
Olivença (AL);5486;1420;59;34;3973;-;-
Ouro Branco (AL);5475;1998;254;66;3153;4;-
Palestina (AL);2638;393;530;62;1652;1;-
Palmeira dos Índios (AL);36786;12854;1811;253;21069;799;-
Pão de Açúcar (AL);12053;2203;757;240;8835;18;-
Pariconha (AL);5150;843;137;37;2485;1648;-
Paripueira (AL);5757;1736;504;49;3462;6;-
Passo de Camaragibe (AL);7251;1626;405;151;5069;-;-
Paulo Jacinto (AL);3795;1342;175;26;2251;1;-
Penedo (AL);31070;8784;2188;405;19664;29;-
Piaçabuçu (AL);8588;2284;1032;201;5071;-;-
Pilar (AL);17138;5206;1440;171;10318;3;-
Pindoba (AL);1446;453;92;6;895;-;-
Piranhas (AL);11751;2792;647;196;8097;19;-
Poço das Trincheiras (AL);6870;1868;439;91;4465;7;-
Porto Calvo (AL);12954;3751;607;137;8454;5;-
Porto de Pedras (AL);4159;975;199;91;2890;4;-
Porto Real do Colégio (AL);9740;2590;219;89;5960;882;-
Quebrangulo (AL);5809;1848;118;31;3810;2;-
Rio Largo (AL);35180;10746;2184;677;21518;55;-
Roteiro (AL);3287;933;151;49;2152;-;2
Santa Luzia do Norte (AL);3521;806;403;58;2248;6;-
Santana do Ipanema (AL);23121;7531;879;385;14284;42;-
Santana do Mundaú (AL);5471;1984;371;26;3086;4;-
São Brás (AL);3384;1097;239;28;2012;8;-
São José da Laje (AL);11514;3937;583;253;6732;9;-
São José da Tapera (AL);15238;3060;1034;449;10694;1;-
São Luís do Quitunde (AL);16084;4096;677;114;11194;3;-
São Miguel dos Campos (AL);28012;8941;2168;583;16269;51;-
São Miguel dos Milagres (AL);3600;877;539;136;2044;4;-
São Sebastião (AL);16159;6213;561;78;9067;240;-
Satuba (AL);7497;2239;395;112;4740;11;-
Senador Rui Palmeira (AL);6642;1286;483;285;4587;1;-
Tanque d'Arca (AL);3102;945;165;91;1901;-;-
Taquarana (AL);9783;3271;510;102;5871;29;-
Teotônio Vilela (AL);20988;6341;1482;451;12665;49;-
Traipu (AL);12751;3223;621;93;8782;32;-
União dos Palmares (AL);32187;11307;2173;475;18151;81;-
Viçosa (AL);12997;3975;862;98;8061;1;-
Amparo de São Francisco (SE);1140;257;131;10;742;-;-
Aquidabã (SE);10251;2902;382;261;6705;1;-
Aracaju (SE);305665;99948;28726;4498;171308;1173;12
Arauá (SE);5391;1097;683;92;3517;2;-
Areia Branca (SE);8364;2055;736;80;5470;23;-
Barra dos Coqueiros (SE);12764;2616;1313;137;8671;27;-
Boquim (SE);12995;3238;1000;81;8669;5;2
Brejo Grande (SE);3806;898;459;81;2368;-;-
Campo do Brito (SE);8516;2617;516;20;5361;2;-
Canhoba (SE);1895;486;160;-;1248;1;-
Canindé de São Francisco (SE);12393;3398;244;80;8653;18;-
Capela (SE);15492;3176;1205;166;10925;20;-
Carira (SE);10037;3455;835;186;5560;1;-
Carmópolis (SE);6832;1434;629;83;4682;4;-
Cedro de São João (SE);2853;1104;65;31;1652;1;-
Cristinápolis (SE);8224;1493;694;61;5965;11;-
Cumbe (SE);1910;570;143;51;1146;-;-
Divina Pastora (SE);2137;444;420;45;1213;15;-
Estância (SE);33044;6889;2817;566;22745;27;-
Feira Nova (SE);2694;661;41;39;1950;3;-
Frei Paulo (SE);7089;2053;305;14;4717;-;-
Gararu (SE);5594;1563;139;48;3839;5;-
General Maynard (SE);1506;248;260;12;986;-;-
Gracho Cardoso (SE);2756;933;92;43;1687;1;-
Ilha das Flores (SE);4180;1025;213;93;2849;-;-
Indiaroba (SE);7804;1160;915;327;5386;16;-
Itabaiana (SE);44471;18152;1969;129;24199;22;-
Itabaianinha (SE);19531;6129;1180;160;12051;11;-
Itabi (SE);2494;801;87;6;1598;2;-
Itaporanga d'Ajuda (SE);15254;3089;1777;369;10003;16;-
Japaratuba (SE);8475;1521;624;143;6173;14;-
Japoatã (SE);6456;1583;356;84;4433;-;-
Lagarto (SE);48372;15536;2737;583;29415;101;-
Laranjeiras (SE);13771;2192;2321;165;9040;53;-
Macambira (SE);3239;838;101;7;2293;-;-
Malhada dos Bois (SE);1703;386;132;12;1173;-;-
Malhador (SE);5961;1450;386;5;4117;3;-
Maruim (SE);8332;1727;1183;23;5366;33;-
Moita Bonita (SE);5539;2148;169;29;3188;5;-
Monte Alegre de Sergipe (SE);6727;2094;227;28;4376;2;-
Muribeca (SE);3659;807;299;64;2454;35;-
Neópolis (SE);9273;2026;961;180;6094;12;-
Nossa Senhora Aparecida (SE);4251;1214;71;14;2951;1;-
Nossa Senhora da Glória (SE);16421;6584;477;99;9238;23;-
Nossa Senhora das Dores (SE);12453;4101;504;147;7679;22;-
Nossa Senhora de Lourdes (SE);3087;950;97;68;1970;2;-
Nossa Senhora do Socorro (SE);82540;20702;10195;1945;49305;389;4
Pacatuba (SE);6450;1420;215;41;4771;3;-
Pedra Mole (SE);1478;226;101;12;1139;-;-
Pedrinhas (SE);4477;1005;435;50;2964;23;-
Pinhão (SE);3047;527;277;11;2232;-;-
Pirambu (SE);4156;1118;325;113;2597;3;-
Poço Redondo (SE);15113;3686;567;227;10626;7;-
Poço Verde (SE);11117;3800;378;47;6888;4;-
Porto da Folha (SE);13263;5042;692;161;7194;174;-
Propriá (SE);14605;4744;1466;231;8100;64;-
Riachão do Dantas (SE);9650;1820;594;64;7171;1;-
Riachuelo (SE);4801;755;604;100;3335;7;-
Ribeirópolis (SE);8681;3769;220;28;4659;5;-
Rosário do Catete (SE);4782;854;757;75;3086;10;-
Salgado (SE);9707;2429;631;97;6542;8;-
Santa Luzia do Itanhy (SE);6315;1116;1099;244;3853;3;-
Santana do São Francisco (SE);3501;741;380;92;2283;5;-
Santa Rosa de Lima (SE);1862;426;321;27;1088;-;-
Santo Amaro das Brotas (SE);5798;1255;583;56;3889;15;-
São Cristóvão (SE);40465;9334;4473;711;25787;160;-
São Domingos (SE);5180;1242;252;26;3652;8;-
São Francisco (SE);1685;319;28;1;1337;-;-
São Miguel do Aleixo (SE);1858;476;83;6;1293;-;-
Simão Dias (SE);19814;6225;965;217;12353;53;1
Siriri (SE);4015;816;258;125;2807;9;-
Telha (SE);1481;494;93;26;866;2;-
Tobias Barreto (SE);24581;8705;1465;269;14091;51;-
Tomar do Geru (SE);6319;1757;389;52;4117;4;-
Umbaúba (SE);11434;2600;1122;211;7499;2;-
Abaíra (BA);4234;1936;140;23;2131;4;-
Abaré (BA);8500;1100;730;148;6151;371;-
Acajutiba (BA);7445;1642;989;126;4682;6;-
Adustina (BA);7795;2602;362;101;4726;4;-
Água Fria (BA);7828;643;1508;144;5517;16;-
Érico Cardoso (BA);5437;1829;787;41;2776;4;-
Aiquara (BA);2251;334;484;24;1409;-;-
Alagoinhas (BA);74737;13310;16299;1191;43672;264;1
Alcobaça (BA);10456;1712;2432;134;6145;33;-
Almadina (BA);3157;571;665;40;1876;5;-
Amargosa (BA);17704;3779;3379;105;10427;14;-
Amélia Rodrigues (BA);12907;1092;3428;81;8290;16;-
América Dourada (BA);7888;1372;1418;144;4943;11;-
Anagé (BA);12624;4300;779;124;7410;11;-
Andaraí (BA);6779;819;1101;70;4789;-;-
Andorinha (BA);7086;2029;419;128;4498;12;-
Angical (BA);6613;1901;638;90;3979;5;-
Anguera (BA);5159;445;832;32;3847;3;-
Antas (BA);8491;3287;414;19;4763;8;-
Antônio Cardoso (BA);5820;409;2917;42;2446;6;-
Antônio Gonçalves (BA);5442;1173;495;63;3709;2;-
Aporá (BA);8770;2319;839;42;5565;5;-
Apuarema (BA);3665;740;348;9;2568;-;-
Aracatu (BA);6691;2312;313;27;4039;-;-
Araças (BA);5733;646;1375;88;3603;21;-
Araci (BA);25711;6093;1729;211;17630;13;35
Aramari (BA);5037;378;1173;57;3428;1;-
Arataca (BA);4890;859;667;50;3304;10;-
Aratuípe (BA);4223;464;985;79;2678;17;-
Aurelino Leal (BA);6762;867;1402;88;4397;8;-
Baianópolis (BA);6688;2054;287;57;4290;-;-
Baixa Grande (BA);10094;1853;1106;96;7036;3;-
Banzaê (BA);5821;1833;185;16;2751;1036;-
Barra (BA);24165;4104;2839;298;16913;11;-
Barra da Estiva (BA);10539;4041;657;48;5789;4;-
Barra do Choça (BA);17235;5074;1468;169;10438;86;-
Barra do Mendes (BA);6975;2041;410;49;4466;9;-
Barra do Rocha (BA);2976;455;477;14;2012;18;-
Barreiras (BA);69514;19476;6213;1134;42556;134;1
Barro Alto (BA);6703;2295;301;103;3999;5;-
Barrocas (BA);6973;2083;1010;60;3817;3;-
Barro Preto (BA);3147;353;440;16;2318;20;-
Belmonte (BA);10639;1526;1338;97;7620;58;-
Belo Campo (BA);7901;2131;484;21;5260;5;-
Biritinga (BA);7283;1031;1219;116;4897;20;-
Boa Nova (BA);7587;2289;675;76;4530;17;-
Boa Vista do Tupim (BA);8857;1637;1678;198;5322;22;-
Bom Jesus da Lapa (BA);31804;7248;5570;524;18340;122;-
Bom Jesus da Serra (BA);4922;1706;274;28;2909;5;-
Boninal (BA);6993;1398;1104;81;4406;4;-
Bonito (BA);7313;1642;705;192;4745;29;-
Boquira (BA);11181;3581;475;151;6967;7;-
Botuporã (BA);5546;1595;475;69;3398;9;-
Brejões (BA);7168;1612;1175;105;4257;19;-
Brejolândia (BA);5279;1557;426;38;3258;-;-
Brotas de Macaúbas (BA);5245;1740;287;71;3147;-;-
Brumado (BA);32855;14570;1554;131;16567;33;-
Buerarema (BA);9298;1475;1458;75;6201;89;-
Buritirama (BA);9398;2110;304;144;6827;13;-
Caatiba (BA);5428;1333;434;12;3649;-;-
Cabaceiras do Paraguaçu (BA);8778;915;2373;95;5385;10;-
Cachoeira (BA);16573;1789;6577;388;7752;67;-
Caculé (BA);11099;4558;573;82;5873;13;-
Caém (BA);5228;778;727;113;3605;5;-
Caetanos (BA);6585;2398;229;41;3914;3;-
Caetité (BA);24096;10194;1819;187;11843;53;-
Cafarnaum (BA);8445;1463;641;110;6229;2;-
Cairu (BA);7533;1209;1268;184;4862;10;-
Caldeirão Grande (BA);6339;1276;515;57;4471;20;-
Camacan (BA);15738;2772;2454;200;10115;197;-
Camaçari (BA);122266;21469;25744;2158;72449;443;3
Camamu (BA);17281;2491;5264;299;9165;62;-
Campo Alegre de Lourdes (BA);13948;3120;1197;565;9065;1;-
Campo Formoso (BA);33152;8247;3735;710;20413;47;-
Canápolis (BA);4602;1826;256;35;2484;1;-
Canarana (BA);11941;3067;899;110;7856;9;-
Canavieiras (BA);16247;3102;2184;220;10654;87;-
Candeal (BA);4396;502;1006;42;2846;-;-
Candeias (BA);42844;4331;11339;730;26420;24;-
Candiba (BA);6395;1962;481;50;3898;4;-
Cândido Sales (BA);13886;4177;891;98;8711;9;-
Cansanção (BA);16348;4057;757;142;11369;23;-
Canudos (BA);7735;1911;480;101;5202;41;-
Capela do Alto Alegre (BA);5719;1927;461;60;3260;11;-
Capim Grosso (BA);13579;4288;1347;80;7847;17;-
Caraíbas (BA);5006;2096;145;31;2734;-;-
Caravelas (BA);10541;1756;1884;133;6744;24;-
Cardeal da Silva (BA);4397;494;1130;128;2633;12;-
Carinhanha (BA);13857;3049;1345;211;9246;6;-
Casa Nova (BA);31849;10591;2191;459;18558;50;-
Castro Alves (BA);13140;1775;2890;127;8310;38;-
Catolândia (BA);1258;349;106;17;784;2;-
Catu (BA);26261;3459;4632;490;17647;33;-
Caturama (BA);4300;1973;264;24;2039;-;-
Central (BA);8324;2267;684;32;5325;16;-
Chorrochó (BA);5292;811;574;105;3792;10;-
Cícero Dantas (BA);16440;6600;1022;160;8630;28;-
Cipó (BA);8077;2078;818;2;5176;3;-
Coaraci (BA);10690;2001;1479;130;7071;9;-
Cocos (BA);8850;3488;449;115;4776;22;-
Conceição da Feira (BA);10469;890;4267;119;5170;23;-
Conceição do Almeida (BA);9185;1022;2570;63;5524;6;-
Conceição do Coité (BA);31333;8884;4446;284;17689;30;-
Conceição do Jacuípe (BA);15564;1672;4234;297;9331;30;-
Conde (BA);11786;1691;2252;206;7612;25;-
Condeúba (BA);8628;2702;312;14;5592;8;-
Contendas do Sincorá (BA);2283;653;178;18;1434;-;-
Coração de Maria (BA);11560;1078;3291;189;6997;5;-
Cordeiros (BA);4120;1324;61;1;2734;-;-
Coribe (BA);7108;2286;391;104;4327;-;-
Coronel João Sá (BA);8270;2653;166;71;5374;6;-
Correntina (BA);15486;4567;1560;156;9193;10;-
Cotegipe (BA);6521;1568;492;72;4361;28;-
Cravolândia (BA);2484;571;362;30;1521;-;-
Crisópolis (BA);9810;2572;517;81;6636;4;-
Cristópolis (BA);6411;2236;396;79;3698;2;-
Cruz das Almas (BA);30924;4392;7855;307;18319;51;-
Curaçá (BA);15701;2833;1283;218;11091;276;-
Dário Meira (BA);6110;1267;818;45;3966;14;-
Dias d'Ávila (BA);33622;5804;7003;778;19924;113;-
Dom Basílio (BA);5485;3012;100;12;2361;-;-
Dom Macedo Costa (BA);1977;358;431;9;1178;1;-
Elísio Medrado (BA);3990;1055;752;25;2141;17;-
Encruzilhada (BA);11390;2747;721;54;7849;19;-
Entre Rios (BA);20241;2578;3937;312;13410;4;-
Esplanada (BA);16468;3032;2864;339;10132;101;-
Euclides da Cunha (BA);27970;6334;1476;202;19496;462;-
Eunápolis (BA);50800;13243;5598;592;30904;463;-
Fátima (BA);8703;3201;372;145;4980;5;-
Feira da Mata (BA);2987;1109;254;52;1572;-;-
Feira de Santana (BA);292643;59297;65310;3028;164383;622;3
Filadélfia (BA);8303;1703;786;111;5691;12;-
Firmino Alves (BA);2652;680;284;22;1646;20;-
Floresta Azul (BA);5222;1103;572;45;3481;21;-
Formosa do Rio Preto (BA);10868;2197;893;196;7566;16;-
Gandu (BA);15233;2995;2249;129;9834;25;1
Gavião (BA);2205;659;218;26;1302;-;-
Gentio do Ouro (BA);5174;2075;325;10;2764;-;-
Glória (BA);7537;2178;362;63;4235;699;-
Gongogi (BA);4122;488;757;68;2803;6;-
Governador Mangabeira (BA);10321;798;3422;112;5977;12;-
Guajeru (BA);5170;1358;170;36;3605;1;-
Guanambi (BA);40352;14778;3905;414;21168;87;-
Guaratinga (BA);10547;2310;605;76;7543;13;-
Heliópolis (BA);6526;2585;512;46;3381;2;-
Iaçu (BA);13105;2217;1832;176;8869;11;-
Ibiassucê (BA);4965;2148;387;80;2346;4;-
Ibicaraí (BA);12384;2866;1339;184;7959;36;-
Ibicoara (BA);8528;1949;913;55;5604;7;-
Ibicuí (BA);7722;2254;608;67;4792;1;-
Ibipeba (BA);8250;2405;1005;89;4738;13;-
Ibipitanga (BA);7123;3207;227;50;3638;1;-
Ibiquera (BA);2337;362;227;34;1714;-;-
Ibirapitanga (BA);11064;1626;3006;154;6259;19;-
Ibirapuã (BA);3858;970;438;44;2322;84;-
Ibirataia (BA);9503;1469;1047;50;6933;4;-
Ibitiara (BA);7813;1659;883;36;5234;1;-
Ibititá (BA);8782;2548;1077;84;5072;1;-
Ibotirama (BA);12622;2623;1418;35;8350;196;-
Ichu (BA);2667;793;622;16;1222;14;-
Igaporã (BA);7562;2830;752;59;3916;5;-
Igrapiúna (BA);6301;833;2087;163;3208;10;-
Iguaí (BA);12582;3436;862;62;8217;5;-
Ilhéus (BA);94796;18997;16994;979;55803;2023;-
Inhambupe (BA);18278;3284;2885;260;11809;40;-
Ipecaetá (BA);7745;1389;1354;34;4966;2;-
Ipiaú (BA);22559;4122;2774;144;15475;44;-
Ipirá (BA);30267;6669;4230;380;18875;111;2
Ipupiara (BA);4544;2463;156;10;1915;-;-
Irajuba (BA);3496;930;325;9;2230;2;-
Iramaia (BA);5823;1208;712;30;3859;14;-
Iraquara (BA);11357;2161;718;75;8389;14;-
Irará (BA);14169;1134;4657;140;8222;16;-
Irecê (BA);34163;11267;3364;412;19077;43;-
Itabela (BA);13909;2862;1363;153;9456;75;-
Itaberaba (BA);31696;6954;5141;449;19007;145;-
Itabuna (BA);107731;24365;14371;944;67680;371;-
Itacaré (BA);11621;1427;3299;168;6659;65;3
Itaeté (BA);7411;1215;1470;140;4572;14;-
Itagi (BA);6463;1280;646;9;4525;3;-
Itagibá (BA);7389;1685;1245;69;4375;15;-
Itagimirim (BA);3554;804;379;70;2296;5;-
Itaguaçu da Bahia (BA);6250;1428;633;41;4140;8;-
Itaju do Colônia (BA);3610;777;451;37;2203;142;-
Itajuípe (BA);10629;1798;1548;165;7103;15;-
Itamaraju (BA);31609;4966;1904;158;24205;376;-
Itamari (BA);3867;714;856;8;2286;3;-
Itambé (BA);11506;2844;1266;137;7242;17;-
Itanagra (BA);3713;309;873;37;2477;17;-
Itanhém (BA);9921;3174;816;99;5808;24;-
Itaparica (BA);10559;1018;2238;80;7211;12;-
Itapé (BA);5387;1085;768;22;3495;17;-
Itapebi (BA);5235;976;924;86;3199;50;-
Itapetinga (BA);34824;9682;3689;350;20998;105;-
Itapicuru (BA);15794;3199;884;33;11676;2;-
Itapitanga (BA);5029;931;608;36;3453;1;-
Itaquara (BA);3836;993;374;20;2449;-;-
Itarantim (BA);9016;2578;656;90;5686;6;-
Itatim (BA);7270;1867;852;59;4477;15;-
Itiruçu (BA);6452;1471;761;71;4149;-;-
Itiúba (BA);17796;3637;1407;230;12504;18;-
Itororó (BA);9924;2300;927;125;6559;13;-
Ituaçu (BA);9096;3729;646;63;4644;14;-
Ituberá (BA);13203;2355;3051;136;7634;27;-
Iuiú (BA);5254;1290;531;116;3312;5;-
Jaborandi (BA);4313;1269;278;25;2741;-;-
Jacaraci (BA);6725;2643;160;28;3891;3;-
Jacobina (BA);40919;9865;5359;655;24859;181;-
Jaguaquara (BA);25969;6797;3822;212;15084;54;-
Jaguarari (BA);14905;3875;827;329;9860;14;-
Jaguaripe (BA);8018;800;2015;117;5085;1;-
Jandaíra (BA);5022;501;230;21;4267;3;-
Jequié (BA);78283;21086;9796;652;46565;184;-
Jeremoabo (BA);18662;4941;1229;140;12322;30;-
Jiquiriçá (BA);6963;1442;1407;98;4013;3;-
Jitaúna (BA);6991;1415;927;34;4608;7;-
João Dourado (BA);11166;2680;1211;241;7013;15;6
Juazeiro (BA);100880;26007;10736;1735;62041;361;-
Jucuruçu (BA);4891;803;87;15;3986;-;-
Jussara (BA);7240;2060;660;53;4466;1;-
Jussari (BA);3194;530;402;20;2239;3;-
Jussiape (BA);4124;1912;353;26;1828;5;-
Lafaiete Coutinho (BA);1871;451;289;19;1108;4;-
Lagoa Real (BA);6734;3228;512;42;2951;1;-
Laje (BA);10915;1946;3100;72;5780;17;-
Lajedão (BA);1896;578;115;29;1174;-;-
Lajedinho (BA);1891;345;235;33;1278;-;-
Lajedo do Tabocal (BA);4118;1177;414;46;2471;10;-
Lamarão (BA);4799;455;923;76;3334;11;-
Lapão (BA);12563;3151;1802;139;7437;34;-
Lauro de Freitas (BA);84173;19231;19964;1502;43226;250;-
Lençóis (BA);5158;723;1026;79;3303;27;-
Licínio de Almeida (BA);6035;2302;321;25;3381;6;-
Livramento de Nossa Senhora (BA);21201;9232;2003;115;9835;16;-
Luís Eduardo Magalhães (BA);29049;9563;1804;390;17257;35;-
Macajuba (BA);5709;1115;621;122;3851;-;-
Macarani (BA);8510;2557;666;106;5168;13;-
Macaúbas (BA);23510;9145;1347;226;12761;31;-
Macururé (BA);4072;923;434;91;2606;18;-
Madre de Deus (BA);8999;1073;1395;140;6376;15;-
Maetinga (BA);3457;1132;199;2;2124;-;-
Maiquinique (BA);4238;1211;281;68;2676;2;-
Mairi (BA);9771;2365;909;71;6424;2;-
Malhada (BA);7729;840;745;104;6034;6;-
Malhada de Pedras (BA);4146;1892;171;9;2073;1;-
Manoel Vitorino (BA);7049;2477;401;30;4141;-;-
Mansidão (BA);6007;557;448;71;4923;8;-
Maracás (BA);12409;3755;1151;175;7296;32;-
Maragogipe (BA);21299;3731;4669;267;12627;5;-
Maraú (BA);9025;972;2776;82;5194;1;-
Marcionílio Souza (BA);5202;809;598;73;3721;1;-
Mascote (BA);7089;1250;1096;163;4552;28;-
Mata de São João (BA);20304;2397;5058;455;12354;40;-
Matina (BA);5471;1462;691;34;3284;-;-
Medeiros Neto (BA);10511;2989;635;109;6737;41;-
Miguel Calmon (BA);13278;2781;1567;48;8877;5;-
Milagres (BA);5303;1359;396;41;3502;5;-
Mirangaba (BA);8103;1483;1200;142;5273;5;-
Mirante (BA);5114;2133;119;30;2831;1;-
Monte Santo (BA);25752;9989;1206;127;14415;15;-
Morpará (BA);4039;995;214;16;2812;2;-
Morro do Chapéu (BA);17476;3778;2778;297;10576;47;-
Mortugaba (BA);6250;2022;313;30;3885;-;-
Mucugê (BA);5317;1349;518;52;3390;8;-
Mucuri (BA);17840;3941;2897;253;10690;59;-
Mulungu do Morro (BA);6074;1382;300;88;4300;4;-
Mundo Novo (BA);12030;2481;1153;109;8285;2;-
Muniz Ferreira (BA);3636;629;800;13;2194;-;-
Muquém de São Francisco (BA);4823;728;577;53;3393;72;-
Muritiba (BA);15173;1869;4157;258;8868;21;-
Mutuípe (BA);10852;2005;2574;119;6142;12;-
Nazaré (BA);14049;2048;3111;131;8736;23;-
Nilo Peçanha (BA);6066;830;915;55;4266;-;-
Nordestina (BA);5964;1474;212;35;4239;4;-
Nova Canaã (BA);8142;2463;728;54;4887;10;-
Nova Fátima (BA);3809;919;271;44;2563;12;-
Nova Ibiá (BA);3156;549;667;21;1916;3;-
Nova Itarana (BA);3664;852;442;45;2318;7;-
Nova Redenção (BA);3965;604;692;76;2593;-;-
Nova Soure (BA);12006;2519;1232;79;8157;19;-
Nova Viçosa (BA);19138;4135;3078;263;11571;91;-
Novo Horizonte (BA);5171;2018;438;74;2638;3;-
Novo Triunfo (BA);7518;2989;615;60;3853;1;-
Olindina (BA);12653;2598;873;131;9043;8;-
Oliveira dos Brejinhos (BA);10700;2590;445;101;7561;3;-
Ouriçangas (BA);4081;253;1541;107;2180;-;-
Ourolândia (BA);8063;1703;1066;252;5005;37;-
Palmas de Monte Alto (BA);10176;2506;1287;398;5958;27;-
Palmeiras (BA);4236;715;683;76;2734;28;-
Paramirim (BA);10436;3816;943;30;5645;2;-
Paratinga (BA);14574;2401;1713;281;10162;17;-
Paripiranga (BA);14108;5547;579;102;7878;2;-
Pau Brasil (BA);5357;947;656;72;2557;1125;-
Paulo Afonso (BA);56426;18880;2786;689;33584;487;-
Pé de Serra (BA);6935;1950;524;107;4335;19;-
Pedrão (BA);3482;209;1120;63;2090;-;-
